"","BlobID","Compound.Name","Description","Group.Name","Constellation.Name","Inclusion","LRI.I","Library.RI","Library.ID","Library.Name","Library.NIST.ID","Library.Match.Factor","Library.Reverse.Match.Factor","Library.Probability","Review.Status","Internal.Standard","Retention.I..min.","Retention.II..sec.","Peak.Value","Volume","Quantifier.1.","Quantifier.2.","Quantifier.Response.1.","Quantifier.Response.2.","Volume.Ratio","File_num","Category","Filter_num","Filter_punches","IOP","AMZ_date","T_O_D","Date_num","Internal_load","External_load","r_date","LRI_diff","unique.analyte","comp.n","pct_of_samp","avgvol","avgdayvol","avgnightvol","max_vol","Day_dom","Day_night_diff","Day_night_diff_pct","n_Volume","bar"
"11",645,"1202_1412_blob_754",NA,NA,NA,FALSE,1734.14634146341,1735,65,"tot_amz_1202_1412_t",0,884,884,96.6999969482422,NA,0,43.2002226654303,1.03659889828276,120.110732826404,1637.78297462317,NA,NA,0,0,0,"GCxGC_20181202_0046","sample",394,4,1,"3/14/2014 6:00","Day",41712.25,12,0,2014-03-14 06:00:00,0.853658536585499,1037,9,100,2026.97069539807,1407.82971810607,2800.89691701307,5663.43092641727,-1393.067198907,1393.067198907,0.98951398808449,0.289185653696891,1
"12",1645,"1205_0335_blob_1042",NA,NA,NA,FALSE,3437.36263736264,3439,9,"tot_amz_1205_0335_t",0,724,757,98.7900009155273,NA,0,80.3290688452042,0.996729709887266,11.0042953187767,263.555414365504,NA,NA,0,0,0,"GCxGC_20181202_0046","sample",394,4,1,"3/14/2014 6:00","Day",41712.25,12,0,2014-03-14 06:00:00,1.63736263736337,1037,9,100,452.289040768133,208.011140976945,757.636415507117,961.130564223222,-549.625274530172,549.625274530172,2.64228767723114,0.274213956122088,1
"13",1654,"1206_0924_blob_493",NA,NA,NA,FALSE,3393.02325581395,3398,39,"tot_amz_1206_0924_t",0,522,531,85.1699981689453,NA,0,79.5682318333236,0.747547282415449,11.4487619486317,229.486701981117,NA,NA,0,0,0,"GCxGC_20181202_0046","sample",394,4,1,"3/14/2014 6:00","Day",41712.25,12,0,2014-03-14 06:00:00,4.97674418604674,1037,9,100,301.112452175387,216.255931247026,407.183103335838,622.649860165678,-190.927172088813,190.927172088813,0.882876002465428,0.368564608558739,1
"14",1107,"1206_0924_blob_93",NA,NA,NA,FALSE,2991.91919191919,2994,28,"tot_amz_1206_0924_t",0,806,815,97.4700012207031,NA,0,72.7587405769921,0.598037825932359,27.8762221271027,248.883307465401,NA,NA,0,0,0,"GCxGC_20181202_0046","sample",394,4,1,"3/14/2014 6:00","Day",41712.25,12,0,2014-03-14 06:00:00,2.0808080808074,1037,9,100,530.264830380988,334.778809302022,774.622356729696,939.146603544526,-439.843547427674,439.843547427674,1.31383329890175,0.265010070340526,1
"15",688,"1213_2145_blob_732",NA,NA,NA,FALSE,3086.95652173913,3088,14,"tot_amz_1213_2145_t",0,875,892,98.9899978637695,NA,0,74.4325820031294,0.717645391118831,115.817279184732,1352.30880420907,NA,NA,0,0,0,"GCxGC_20181202_0046","sample",394,4,1,"3/14/2014 6:00","Day",41712.25,12,0,2014-03-14 06:00:00,1.04347826086905,1037,9,100,1753.34580395487,1259.38648780988,2370.7949491361,2837.40830325816,-1111.40846132621,1111.40846132621,0.882499909347917,0.476600002423421,1
"16",795,"1213_2145_blob_863",NA,NA,NA,FALSE,3290.6976744186,3292,40,"tot_amz_1213_2145_t",0,844,860,97.6800003051758,NA,0,77.8943904071862,0.737579985316577,70.4126795806224,931.759572553563,NA,NA,0,0,0,"GCxGC_20181202_0046","sample",394,4,1,"3/14/2014 6:00","Day",41712.25,12,0,2014-03-14 06:00:00,1.30232558139596,1037,9,100,1288.38981196496,913.8948755902,1756.50848243341,2358.00241500194,-842.613606843212,842.613606843212,0.922002770065919,0.395147844898537,1
"17",910,"1213_2145_blob_976",NA,NA,NA,FALSE,3487.91208791209,3488,48,"tot_amz_1213_2145_t",0,834,851,98.870002746582,NA,0,81.2040314088669,0.807351065008685,46.9664843618593,715.65425263819,NA,NA,0,0,0,"GCxGC_20181202_0046","sample",394,4,1,"3/14/2014 6:00","Day",41712.25,12,0,2014-03-14 06:00:00,0.0879120879117181,1037,9,100,995.04319272752,722.209307728941,1336.08554897574,1659.58049246015,-613.876241246802,613.876241246802,0.849997687204,0.431225997105637,1
"18",684,"1221_0832_blob_565",NA,NA,NA,FALSE,1589.07103825137,1590,236,"tot_amz_1221_0832_t",0,878,885,97.0500030517578,NA,0,38.6352005941466,1.58480023872075,110.305663753767,2429.19943577834,NA,NA,0,0,0,"GCxGC_20181202_0046","sample",394,4,1,"3/14/2014 6:00","Day",41712.25,12,0,2014-03-14 06:00:00,0.92896174863381,1037,9,100,1460.40073769834,2222.19221628692,508.161389462622,2955.73943851811,1714.0308268243,1714.0308268243,0.771324287008928,0.821858450755809,1
"19",834,"1221_0832_blob_657",NA,NA,NA,FALSE,1326,1335,212,"tot_amz_1221_0832_t",0,887,890,83.4700012207031,NA,0,29.238863497421,0.777449173712067,59.9513061051257,1018.74810222462,NA,NA,0,0,0,"GCxGC_20181202_0046","sample",394,4,1,"3/14/2014 6:00","Day",41712.25,12,0,2014-03-14 06:00:00,9,1037,9,100,963.51519432005,1516.2521613828,272.593985491611,2996.91356235791,1243.65817589119,1243.65817589119,0.820218567574532,0.339932427488196,1
"20",600,"1221_0832_blob_717",NA,NA,NA,FALSE,1502.73224043716,1504,183,"tot_amz_1221_0832_t",0,881,888,98.9000015258789,NA,0,35.6298943972182,0.368789992658288,180.263246366289,3988.15074508137,NA,NA,0,0,0,"GCxGC_20181202_0046","sample",394,4,1,"3/14/2014 6:00","Day",41712.25,12,0,2014-03-14 06:00:00,1.26775956284155,1037,9,100,1913.88150178405,2905.3266755429,674.575034585485,4178.74728257989,2230.75164095742,2230.75164095742,0.767814394070013,0.95438907294225,1
"21",827,"1221_0832_blob_785",NA,NA,NA,FALSE,3156.52173913043,3157,146,"tot_amz_1221_0832_t",0,823,833,93.8399963378906,NA,0,75.6499212221384,0.608005123031232,63.4268872622342,1090.01158644845,NA,NA,0,0,0,"GCxGC_20181202_0046","sample",394,4,1,"3/14/2014 6:00","Day",41712.25,12,0,2014-03-14 06:00:00,0.47826086956502,1037,9,100,1336.85783062226,971.521403412918,1793.52836463395,2674.83054511655,-822.006961221028,822.006961221028,0.84610278099211,0.40750678148135,1
"22",696,"1221_0832_blob_823",NA,NA,NA,FALSE,1636.58536585366,1638,117,"tot_amz_1221_0832_t",0,872,879,97.6399993896484,NA,0,40.1568746179078,0.269117021669562,103.356485697499,2269.98542876725,NA,NA,0,0,0,"GCxGC_20181202_0046","sample",394,4,1,"3/14/2014 6:00","Day",41712.25,12,0,2014-03-14 06:00:00,1.41463414634131,1037,9,100,3860.99039531974,6381.77745082054,710.006575943728,12111.6374310442,5671.77087487681,5671.77087487681,0.888744698257624,0.18742184462597,1
"23",631,"1221_0832_blob_912",NA,NA,NA,FALSE,1780.48780487805,1782,50,"tot_amz_1221_0832_t",0,794,814,75.0199966430664,NA,0,44.6458129880034,0.657841608525595,133.527928425028,3172.80351152525,NA,NA,0,0,0,"GCxGC_20181202_0046","sample",394,4,1,"3/14/2014 6:00","Day",41712.25,12,0,2014-03-14 06:00:00,1.51219512195144,1037,9,100,3127.7023113758,2072.78590014765,4446.34782541097,6709.52403286192,-2373.56192526332,2373.56192526332,1.14510713580898,0.472880564401511,1
"24",679,"1128_1901_blob_958",NA,NA,NA,FALSE,2151.47058823529,2151,91,"tot_amz_1128_1901_t",0,857,860,94.4400024414062,NA,0,54.7992521272481,0.388678934715951,93.9585848432034,2278.78077549432,NA,NA,0,0,0,"GCxGC_20181202_0239","sample",395,4,1,"3/14/2014 18:00","Night",41712.75,12,0,2014-03-14 18:00:00,0.470588235294144,876,9,100,1260.8930028702,864.623157660972,1756.23030938174,2278.78077549432,-891.607151720768,891.607151720768,1.03120896522457,1,1
"25",1298,"1129_1334_blob_1218",NA,NA,NA,FALSE,3562.63736263736,3563,1,"tot_amz_1129_1334_t",0,728,782,86.1100006103516,NA,0,82.4904668983446,0.707594983713655,13.5704600341269,458.50008595766,NA,NA,0,0,0,"GCxGC_20181202_0239","sample",395,4,1,"3/14/2014 18:00","Night",41712.75,12,0,2014-03-14 18:00:00,0.362637362637543,876,9,100,450.371493378178,330.703585780156,599.956377875706,744.595493450892,-269.252792095551,269.252792095551,0.814181652915442,0.61577069696286,1
"26",892,"1129_1334_blob_1469",NA,NA,NA,FALSE,1561.74863387978,1563,196,"tot_amz_1129_1334_t",0,722,725,96.8000030517578,NA,0,37.6824298099495,0.767391742900724,32.4755938556045,446.805593567608,NA,NA,0,0,0,"GCxGC_20181202_0239","sample",395,4,1,"3/14/2014 18:00","Night",41712.75,12,0,2014-03-14 18:00:00,1.25136612021879,876,9,100,255.47956960936,184.476625866794,344.233249287567,446.805593567608,-159.756623420773,159.756623420773,0.865999270477382,1,1
"27",898,"1129_1334_blob_897",NA,NA,NA,FALSE,1854.05405405405,1855,103,"tot_amz_1129_1334_t",0,815,818,95.0899963378906,NA,0,46.7733643295814,1.84373340826797,29.6806419573841,1502.22875282861,NA,NA,0,0,0,"GCxGC_20181202_0239","sample",395,4,1,"3/14/2014 18:00","Night",41712.75,12,0,2014-03-14 18:00:00,0.945945945945823,876,9,100,744.539734865997,502.771186612952,1046.7504201823,1502.22875282861,-543.979233569352,543.979233569352,1.08196183085592,1,1
"28",1302,"1129_1334_blob_996",NA,NA,NA,FALSE,1872.97297297297,1874,96,"tot_amz_1129_1334_t",0,708,712,58.0200004577637,NA,0,47.305887690564,1.64441087764441,12.2600177871209,417.684077737763,NA,NA,0,0,0,"GCxGC_20181202_0239","sample",395,4,1,"3/14/2014 18:00","Night",41712.75,12,0,2014-03-14 18:00:00,1.02702702702686,876,9,100,854.474020671043,338.181278650957,1499.83994819615,2894.9611885839,-1161.65866954519,1161.65866954519,3.43501767507409,0.144279681325219,1
"29",1240,"1202_0046_blob_1253",NA,NA,NA,FALSE,1910.81081081081,1908,53,"tot_amz_1202_0046_t",0,697,714,17.2299995422363,NA,0,48.3709344125293,1.29559644905317,13.6123780521448,688.431281264689,NA,NA,0,0,0,"GCxGC_20181202_0239","sample",395,4,1,"3/14/2014 18:00","Night",41712.75,12,0,2014-03-14 18:00:00,2.81081081081084,876,9,100,1270.03056184721,920.084078093444,1707.46366653942,3870.74467942961,-787.379588445975,787.379588445975,0.855769170658345,0.177854996461853,1
"30",795,"1202_0046_blob_1263",NA,NA,NA,FALSE,3479.12087912088,3479,109,"tot_amz_1202_0046_t",0,831,838,91.1800003051758,NA,0,81.045046347106,1.05640941230489,49.976452941366,1013.05630884322,NA,NA,0,0,0,"GCxGC_20181202_0239","sample",395,4,1,"3/14/2014 18:00","Night",41712.75,12,0,2014-03-14 18:00:00,0.12087912088009,876,9,100,696.195746472571,309.476720705982,1179.59452868081,1535.46451095733,-870.117807974826,870.117807974826,2.81157757517239,0.65977188115641,1
"31",810,"1202_0046_blob_1338",NA,NA,NA,FALSE,1855.40540540541,1854,79,"tot_amz_1202_0046_t",0,719,743,25.1200008392334,NA,0,46.8114017125088,0.926849767399576,44.9837585231289,2325.91294149441,NA,NA,0,0,0,"GCxGC_20181202_0239","sample",395,4,1,"3/14/2014 18:00","Night",41712.75,12,0,2014-03-14 18:00:00,1.40540540540542,876,9,100,1163.9172769751,808.693364833105,1607.94716715259,2606.51761812265,-799.253802319488,799.253802319488,0.988327389683029,0.892344991387267,1
"32",1,"1202_1412_blob_1",NA,NA,NA,FALSE,1728.0487804878,1727,4,"tot_amz_1202_1412_t",0,973,973,96.3000030517578,NA,0,43.0076634197757,0.857086881681329,10817.3242878849,276796.658520815,NA,NA,0,0,0,"GCxGC_20181202_0239","sample",395,4,1,"3/14/2014 18:00","Night",41712.75,12,0,2014-03-14 18:00:00,1.04878048780461,876,9,100,171527.359397361,124480.020742184,230336.532716332,324614.041817232,-105856.511974148,105856.511974148,0.850389575315,0.852694655386043,1
"33",942,"1202_1412_blob_1342",NA,NA,NA,FALSE,1931.08108108108,1933,59,"tot_amz_1202_1412_t",0,695,700,21.1000003814697,NA,0,48.9414951564392,1.30556257558435,27.0292883529328,1379.19523592032,NA,NA,0,0,0,"GCxGC_20181202_0239","sample",395,4,1,"3/14/2014 18:00","Night",41712.75,12,0,2014-03-14 18:00:00,1.91891891891896,876,9,100,956.915786990738,692.5116780414,1287.42092317741,2026.48443027235,-594.909245136012,594.909245136012,0.859060235371867,0.680585162815664,1
"34",572,"1202_1412_blob_754",NA,NA,NA,FALSE,1734.14634146341,1735,65,"tot_amz_1202_1412_t",0,857,858,96.3199996948242,NA,0,43.1978503344124,1.02651103271136,481.154336580075,5663.43092641727,NA,NA,0,0,0,"GCxGC_20181202_0239","sample",395,4,1,"3/14/2014 18:00","Night",41712.75,12,0,2014-03-14 18:00:00,0.853658536585272,876,9,100,2026.97069539807,1407.82971810607,2800.89691701307,5663.43092641727,-1393.067198907,1393.067198907,0.98951398808449,1,1
"35",784,"1205_0335_blob_1042",NA,NA,NA,FALSE,3437.36263736264,3439,9,"tot_amz_1205_0335_t",0,750,763,98.6699981689453,NA,0,80.3223360714867,1.006578779649,54.7162491302443,887.9473294968,NA,NA,0,0,0,"GCxGC_20181202_0239","sample",395,4,1,"3/14/2014 18:00","Night",41712.75,12,0,2014-03-14 18:00:00,1.63736263736246,876,9,100,452.289040768133,208.011140976945,757.636415507117,961.130564223222,-549.625274530172,549.625274530172,2.64228767723114,0.923857135075537,1
"36",1642,"1206_0924_blob_493",NA,NA,NA,FALSE,3400,3398,39,"tot_amz_1206_0924_t",0,629,645,95.6699981689453,NA,0,79.6757005617221,0.966714273524289,8.23697217289009,430.832942626104,NA,NA,0,0,0,"GCxGC_20181202_0239","sample",395,4,1,"3/14/2014 18:00","Night",41712.75,12,0,2014-03-14 18:00:00,2,876,9,100,301.112452175387,216.255931247026,407.183103335838,622.649860165678,-190.927172088813,190.927172088813,0.882876002465428,0.691934536870313,1
"37",772,"1206_0924_blob_93",NA,NA,NA,FALSE,2993.93939393939,2994,28,"tot_amz_1206_0924_t",0,859,862,97.9400024414062,NA,0,72.7909342518753,0.597967591870694,62.5533443060121,695.831642409994,NA,NA,0,0,0,"GCxGC_20181202_0239","sample",395,4,1,"3/14/2014 18:00","Night",41712.75,12,0,2014-03-14 18:00:00,0.0606060606055507,876,9,100,530.264830380988,334.778809302022,774.622356729696,939.146603544526,-439.843547427674,439.843547427674,1.31383329890175,0.74091908524589,1
"38",596,"1213_2145_blob_732",NA,NA,NA,FALSE,3089.13043478261,3088,14,"tot_amz_1213_2145_t",0,863,879,98.9899978637695,NA,0,74.4645791006779,0.717561110244833,203.399046669714,2437.56316141297,NA,NA,0,0,0,"GCxGC_20181202_0239","sample",395,4,1,"3/14/2014 18:00","Night",41712.75,12,0,2014-03-14 18:00:00,1.13043478260897,876,9,100,1753.34580395487,1259.38648780988,2370.7949491361,2837.40830325816,-1111.40846132621,1111.40846132621,0.882499909347917,0.85908085861804,1
"39",611,"1213_2145_blob_863",NA,NA,NA,FALSE,3293.02325581395,3292,40,"tot_amz_1213_2145_t",0,842,859,98.3099975585938,NA,0,77.9259809470649,0.73749336330719,156.309094237164,1734.55086643946,NA,NA,0,0,0,"GCxGC_20181202_0239","sample",395,4,1,"3/14/2014 18:00","Night",41712.75,12,0,2014-03-14 18:00:00,1.02325581395326,876,9,100,1288.38981196496,913.8948755902,1756.50848243341,2358.00241500194,-842.613606843212,842.613606843212,0.922002770065919,0.735601819321307,1
"40",737,"1213_2145_blob_976",NA,NA,NA,FALSE,3490.10989010989,3488,48,"tot_amz_1213_2145_t",0,841,855,97.6699981689453,NA,0,81.2352332617427,0.797290122494259,70.29021321662,1011.95310991312,NA,NA,0,0,0,"GCxGC_20181202_0239","sample",395,4,1,"3/14/2014 18:00","Night",41712.75,12,0,2014-03-14 18:00:00,2.10989010989124,876,9,100,995.04319272752,722.209307728941,1336.08554897574,1659.58049246015,-613.876241246802,613.876241246802,0.849997687204,0.609764404022977,1
"41",1021,"1221_0832_blob_565",NA,NA,NA,FALSE,1589.07103825137,1590,236,"tot_amz_1221_0832_t",0,787,807,97.1100006103516,NA,0,38.6333643831327,1.57464799192616,21.5828086333349,516.726253669176,NA,NA,0,0,0,"GCxGC_20181202_0239","sample",395,4,1,"3/14/2014 18:00","Night",41712.75,12,0,2014-03-14 18:00:00,0.92896174863381,876,9,100,1460.40073769834,2222.19221628692,508.161389462622,2955.73943851811,1714.0308268243,1714.0308268243,0.771324287008928,0.174821314401191,1
"42",1151,"1221_0832_blob_657",NA,NA,NA,FALSE,1336.72063089329,1335,212,"tot_amz_1221_0832_t",0,846,851,98.7399978637695,NA,0,29.2381308000822,0.787323995963081,16.3508561118506,212.259473714992,NA,NA,0,0,0,"GCxGC_20181202_0239","sample",395,4,1,"3/14/2014 18:00","Night",41712.75,12,0,2014-03-14 18:00:00,1.72063089329367,876,9,100,963.51519432005,1516.2521613828,272.593985491611,2996.91356235791,1243.65817589119,1243.65817589119,0.820218567574532,0.0708260246077937,1
"43",756,"1221_0832_blob_717",NA,NA,NA,FALSE,1502.73224043716,1504,183,"tot_amz_1221_0832_t",0,892,898,98.879997253418,NA,0,35.6284111318737,0.358780555122417,59.1682312036864,1162.38113048911,NA,NA,0,0,0,"GCxGC_20181202_0239","sample",395,4,1,"3/14/2014 18:00","Night",41712.75,12,0,2014-03-14 18:00:00,1.26775956284155,876,9,100,1913.88150178405,2905.3266755429,674.575034585485,4178.74728257989,2230.75164095742,2230.75164095742,0.767814394070013,0.278164974305762,1
"44",729,"1221_0832_blob_785",NA,NA,NA,FALSE,3158.69565217391,3157,146,"tot_amz_1221_0832_t",0,809,826,93.1399993896484,NA,0,75.6817753543524,0.607933718401873,76.0166832432151,1411.47199297475,NA,NA,0,0,0,"GCxGC_20181202_0239","sample",395,4,1,"3/14/2014 18:00","Night",41712.75,12,0,2014-03-14 18:00:00,1.69565217391209,876,9,100,1336.85783062226,971.521403412918,1793.52836463395,2674.83054511655,-822.006961221028,822.006961221028,0.84610278099211,0.527686509170342,1
"45",912,"1221_0832_blob_823",NA,NA,NA,FALSE,1628.04878048781,1638,117,"tot_amz_1221_0832_t",0,646,673,42.6199989318848,NA,0,39.8885980197346,1.36535933477142,29.2487313139718,492.768184371618,NA,NA,0,0,0,"GCxGC_20181202_0239","sample",395,4,1,"3/14/2014 18:00","Night",41712.75,12,0,2014-03-14 18:00:00,9.95121951219494,876,9,100,3860.99039531974,6381.77745082054,710.006575943728,12111.6374310442,5671.77087487681,5671.77087487681,0.888744698257624,0.0406855131832604,1
"46",579,"1221_0832_blob_912",NA,NA,NA,FALSE,1780.48780487805,1782,50,"tot_amz_1221_0832_t",0,790,805,77.5500030517578,NA,0,44.6432708856509,0.657764351057764,351.250520998299,6709.52403286192,NA,NA,0,0,0,"GCxGC_20181202_0239","sample",395,4,1,"3/14/2014 18:00","Night",41712.75,12,0,2014-03-14 18:00:00,1.51219512195121,876,9,100,3127.7023113758,2072.78590014765,4446.34782541097,6709.52403286192,-2373.56192526332,2373.56192526332,1.14510713580898,1,1
"47",986,"1128_1901_blob_958",NA,NA,NA,FALSE,2151.11111111111,2151,91,"tot_amz_1128_1901_t",0,841,846,92.8600006103516,NA,0,54.7785083450638,0.388425385634699,35.4780960239441,1004.9492243449,NA,NA,0,0,0,"GCxGC_20181202_0430","sample",396,4,1,"3/15/2014 6:00","Day",41713.25,12,0,2014-03-15 06:00:00,0.111111111111313,974,9,100,1260.8930028702,864.623157660972,1756.23030938174,2278.78077549432,-891.607151720768,891.607151720768,1.03120896522457,0.441003028967059,1
"48",2055,"1129_1334_blob_1218",NA,NA,NA,FALSE,3562.63736263736,3563,1,"tot_amz_1129_1334_t",0,655,720,73.7300033569336,NA,0,82.4896717225177,0.697173769087921,6.35168163385242,235.455960984464,NA,NA,0,0,0,"GCxGC_20181202_0430","sample",396,4,1,"3/15/2014 6:00","Day",41713.25,12,0,2014-03-15 06:00:00,0.362637362637543,974,9,100,450.371493378178,330.703585780156,599.956377875706,744.595493450892,-269.252792095551,269.252792095551,0.814181652915442,0.316219965142715,1
"49",1685,"1129_1334_blob_1469",NA,NA,NA,FALSE,1561.74863387978,1563,196,"tot_amz_1129_1334_t",0,759,773,95.0199966430664,NA,0,37.672851939228,0.766891145996713,10.7657128311403,196.991769638536,NA,NA,0,0,0,"GCxGC_20181202_0430","sample",396,4,1,"3/15/2014 6:00","Day",41713.25,12,0,2014-03-15 06:00:00,1.25136612021834,974,9,100,255.47956960936,184.476625866794,344.233249287567,446.805593567608,-159.756623420773,159.756623420773,0.865999270477382,0.440889219997485,1
"50",1487,"1129_1334_blob_897",NA,NA,NA,FALSE,1855.03355704698,1855,103,"tot_amz_1129_1334_t",0,761,771,78.5100021362305,NA,0,46.7958686890071,1.84253067544665,13.7607961015819,363.777357199717,NA,NA,0,0,0,"GCxGC_20181202_0430","sample",396,4,1,"3/15/2014 6:00","Day",41713.25,12,0,2014-03-15 06:00:00,0.0335570469796949,974,9,100,744.539734865997,502.771186612952,1046.7504201823,1502.22875282861,-543.979233569352,543.979233569352,1.08196183085592,0.242158430608352,1
"51",1589,"1129_1334_blob_996",NA,NA,NA,FALSE,1873.8255033557,1874,96,"tot_amz_1129_1334_t",0,719,721,52.7799987792969,NA,0,47.3280446660775,1.67321704581101,12.3247045725802,423.352697386825,NA,NA,0,0,0,"GCxGC_20181202_0430","sample",396,4,1,"3/15/2014 6:00","Day",41713.25,12,0,2014-03-15 06:00:00,0.174496644295232,974,9,100,854.474020671043,338.181278650957,1499.83994819615,2894.9611885839,-1161.65866954519,1161.65866954519,3.43501767507409,0.146237779993836,1
