"","r_date","Compound.Name","volume_tot","File_num","Category","Sample_Number","Sample_Time","amt_sampled_cm3","Quant_category","cal_curve","Extracted_Chla","Bulk_HB","T_O_D","Usable","Event","quant.proxy","quant_mw","keep","Class","quant.factor","vol_ng","vol_ng_per_L","vol_mol_per_L","vol_ppt","vol_ppt.max","vol_ppt.mean","vol_ppt.sd","vol_zscore","quant.proxy.f"
"16",2019-08-10 05:40:00,"benzothiazole",469668,NA,"Sample","g60","8/10/2019 5:40",2000,1,"cc_2",NA,NA,"Night",TRUE,NA,"benzothiazole",135,1,"Anthropogenic",809000,0.580553770086527,0.290276885043263,2.15019914846862e-12,53.8158293476171,101.345699718218,54.3642152665322,18.2521106787267,-0.0300450686809735,"benzothiazole"
"17",2019-08-10 13:45:00,"benzothiazole",760494,NA,"Sample","g61","8/10/2019 13:45",2700,1,"cc_2",6.524895086,6e+09,"Day",TRUE,NA,"benzothiazole",135,1,"Anthropogenic",809000,0.940042027194067,0.34816371377558,2.57899047241171e-12,64.5477472406619,101.345699718218,54.3642152665322,18.2521106787267,0.557937224542414,"benzothiazole"
"18",2019-08-11 13:45:00,"benzothiazole",319848,NA,"Sample","g62","8/11/2019 13:45",2000,1,"cc_2",2.945795076,4.9e+09,"Day",TRUE,NA,"benzothiazole",135,1,"Anthropogenic",809000,0.39536217552534,0.19768108776267,1.46430435379756e-12,36.6490486581514,101.345699718218,54.3642152665322,18.2521106787267,-0.970581809424829,"benzothiazole"
"19",2019-08-12 05:01:00,"benzothiazole",289532,NA,"Sample","g63","8/12/2019 5:01",2000,1,"cc_2",NA,NA,"Night",TRUE,NA,"benzothiazole",135,1,"Anthropogenic",809000,0.357888751545117,0.178944375772559,1.32551389461155e-12,33.1753594085062,101.345699718218,54.3642152665322,18.2521106787267,-1.16089893552542,"benzothiazole"
"20",2019-07-24 13:59:00,"blob23_g48_1-chloro octane_CAICE_vocstand_incomplete",347389,NA,"Sample","g27","7/24/2019 13:59",2016,2,"cc_1",0.725469902,4.4e+09,"Day",TRUE,NA,"1-chlorooctane",148.6,1,"Biogenic",936000,0.371142094017094,0.184098260921178,1.23888466299581e-12,31.0071770108581,243.911886379365,65.7140744490756,59.5156334904845,-0.583155977727542,"1-chlorooctane"
"21",2019-07-27 06:08:00,"blob23_g48_1-chloro octane_CAICE_vocstand_incomplete",434670,NA,"Sample","g32","7/27/2019 6:08",2000,2,"cc_1",NA,NA,"Night",TRUE,NA,"1-chlorooctane",148.6,1,"Biogenic",936000,0.464391025641026,0.232195512820513,1.56255392207613e-12,39.108068327898,243.911886379365,65.7140744490756,59.5156334904845,-0.447042307386873,"1-chlorooctane"
"22",2019-07-27 14:13:00,"blob23_g48_1-chloro octane_CAICE_vocstand_incomplete",220659,NA,"Sample","g33","7/27/2019 14:13",2000,2,"cc_1",0.656432382,1.5e+09,"Day",TRUE,NA,"1-chlorooctane",148.6,1,"Biogenic",936000,0.235746794871795,0.117873397435897,7.93226093108327e-13,19.8531006261431,243.911886379365,65.7140744490756,59.5156334904845,-0.770570203714035,"1-chlorooctane"
"23",2019-07-30 13:34:00,"blob23_g48_1-chloro octane_CAICE_vocstand_incomplete",380441,NA,"Sample","g36","7/30/2019 13:34",2000,2,"cc_1",1.589375316,2.9e+09,"Day",TRUE,NA,"1-chlorooctane",148.6,1,"Biogenic",936000,0.40645405982906,0.20322702991453,1.36761123764825e-12,34.2289843392317,243.911886379365,65.7140744490756,59.5156334904845,-0.529022178935184,"1-chlorooctane"
"24",2019-07-31 13:56:00,"blob23_g48_1-chloro octane_CAICE_vocstand_incomplete",359085,NA,"Sample","g38","7/31/2019 13:56",2000,2,"cc_1",2.848445838,1.5e+09,"Day",TRUE,NA,"1-chlorooctane",148.6,1,"Biogenic",936000,0.383637820512821,0.19181891025641,1.29084058046037e-12,32.3075452999362,243.911886379365,65.7140744490756,59.5156334904845,-0.561306789324196,"1-chlorooctane"
"25",2019-08-02 06:13:00,"blob23_g48_1-chloro octane_CAICE_vocstand_incomplete",205793,NA,"Sample","g41","8/2/2019 6:13",2000,2,"cc_1",NA,NA,"Night",TRUE,NA,"1-chlorooctane",148.6,1,"Biogenic",936000,0.219864316239316,0.109932158119658,7.39785720859072e-13,18.5155789573771,243.911886379365,65.7140744490756,59.5156334904845,-0.793043654643191,"1-chlorooctane"
"26",2019-08-02 13:36:00,"blob23_g48_1-chloro octane_CAICE_vocstand_incomplete",333107,NA,"Sample","g43","8/2/2019 13:36",2000,2,"cc_1",17.464382,7.6e+09,"Day",TRUE,NA,"1-chlorooctane",148.6,1,"Biogenic",936000,0.355883547008547,0.177941773504274,1.19745473421449e-12,29.9702563243406,243.911886379365,65.7140744490756,59.5156334904845,-0.600578638391707,"1-chlorooctane"
"27",2019-08-03 13:50:00,"blob23_g48_1-chloro octane_CAICE_vocstand_incomplete",398209,NA,"Sample","g46","8/3/2019 13:50",2100,1,"cc_2",18.74240276,5e+09,"Day",TRUE,"Peak Chla","1-chlorooctane",148.6,1,"Biogenic",986000,0.4038630831643,0.192315753887762,1.29418407730661e-12,32.391227342053,243.911886379365,65.7140744490756,59.5156334904845,-0.55990073788512,"1-chlorooctane"
"28",2019-08-04 13:41:00,"blob23_g48_1-chloro octane_CAICE_vocstand_incomplete",1769996,NA,"Sample","g48","8/4/2019 13:41",2000,1,"cc_2",6.753826262,4.2e+09,"Day",TRUE,NA,"1-chlorooctane",148.6,1,"Biogenic",986000,1.79512778904665,0.897563894523327,6.04013387969937e-12,151.17428278128,243.911886379365,65.7140744490756,59.5156334904845,1.43592873536107,"1-chlorooctane"
"29",2019-08-05 13:34:00,"blob23_g48_1-chloro octane_CAICE_vocstand_incomplete",160035,NA,"Sample","g49","8/5/2019 13:34",2000,1,"cc_2",14.61165707,4.6e+09,"Day",TRUE,NA,"1-chlorooctane",148.6,1,"Biogenic",986000,0.162307302231237,0.0811536511156187,5.461214745331e-13,13.6684921010568,243.911886379365,65.7140744490756,59.5156334904845,-0.874485900521247,"1-chlorooctane"
"30",2019-08-06 05:20:00,"blob23_g48_1-chloro octane_CAICE_vocstand_incomplete",478182,NA,"Sample","g50","8/6/2019 5:20",2000,1,"cc_2",NA,NA,"Night",TRUE,NA,"1-chlorooctane",148.6,1,"Biogenic",986000,0.484971602434077,0.242485801217039,1.63180216162206e-12,40.8412340417255,243.911886379365,65.7140744490756,59.5156334904845,-0.41792112338562,"1-chlorooctane"
"31",2019-08-06 13:39:00,"blob23_g48_1-chloro octane_CAICE_vocstand_incomplete",1101056,NA,"Sample","g52","8/6/2019 13:39",2000,1,"cc_2",4.327583712,9.6e+09,"Day",TRUE,NA,"1-chlorooctane",148.6,1,"Biogenic",986000,1.11668965517241,0.558344827586207,3.7573676149812e-12,94.0405238780341,243.911886379365,65.7140744490756,59.5156334904845,0.475949725604238,"1-chlorooctane"
"32",2019-08-07 14:01:00,"blob23_g48_1-chloro octane_CAICE_vocstand_incomplete",1070154,NA,"Sample","g53","8/7/2019 14:01",2000,1,"cc_2",4.946981612,1.3e+10,"Day",TRUE,"Peak HB","1-chlorooctane",148.6,1,"Biogenic",986000,1.08534888438134,0.542674442190669,3.65191414663977e-12,91.4012028363441,243.911886379365,65.7140744490756,59.5156334904845,0.431603040760298,"1-chlorooctane"
"33",2019-08-08 05:46:00,"blob23_g48_1-chloro octane_CAICE_vocstand_incomplete",1220920,NA,"Sample","g56","8/8/2019 5:46",2000,1,"cc_2",NA,NA,"Night",TRUE,NA,"1-chlorooctane",148.6,1,"Biogenic",986000,1.23825557809331,0.619127789046653,4.1664050406908e-12,104.278035279922,243.911886379365,65.7140744490756,59.5156334904845,0.647963544519974,"1-chlorooctane"
"34",2019-08-09 13:52:00,"blob23_g48_1-chloro octane_CAICE_vocstand_incomplete",2855797,NA,"Sample","g58","8/9/2019 13:52",2000,1,"cc_2",5.958272598,4.5e+09,"Day",TRUE,NA,"1-chlorooctane",148.6,1,"Biogenic",986000,2.89634584178499,1.44817292089249,9.74544361300468e-12,243.911886379365,243.911886379365,65.7140744490756,59.5156334904845,2.99413450683979,"1-chlorooctane"
"35",2019-08-10 05:40:00,"blob23_g48_1-chloro octane_CAICE_vocstand_incomplete",1652463,NA,"Sample","g60","8/10/2019 5:40",2000,1,"cc_2",NA,NA,"Night",TRUE,NA,"1-chlorooctane",148.6,1,"Biogenic",986000,1.67592596348884,0.837962981744422,5.63905102116031e-12,141.135860672907,243.911886379365,65.7140744490756,59.5156334904845,1.26726007605866,"1-chlorooctane"
"36",2019-08-10 13:45:00,"blob23_g48_1-chloro octane_CAICE_vocstand_incomplete",698111,NA,"Sample","g61","8/10/2019 13:45",2700,1,"cc_2",6.524895086,6e+09,"Day",TRUE,NA,"1-chlorooctane",148.6,1,"Biogenic",986000,0.708023326572008,0.262230861693336,1.76467605446391e-12,44.166841693939,243.911886379365,65.7140744490756,59.5156334904845,-0.362043239589841,"1-chlorooctane"
"37",2019-08-11 13:45:00,"blob23_g48_1-chloro octane_CAICE_vocstand_incomplete",696580,NA,"Sample","g62","8/11/2019 13:45",2000,1,"cc_2",2.945795076,4.9e+09,"Day",TRUE,NA,"1-chlorooctane",148.6,1,"Biogenic",986000,0.706470588235294,0.353235294117647,2.37708811653868e-12,59.4944745071649,243.911886379365,65.7140744490756,59.5156334904845,-0.104503633367274,"1-chlorooctane"
"38",2019-08-12 05:01:00,"blob23_g48_1-chloro octane_CAICE_vocstand_incomplete",316975,NA,"Sample","g63","8/12/2019 5:01",2000,1,"cc_2",NA,NA,"Night",TRUE,NA,"1-chlorooctane",148.6,1,"Biogenic",986000,0.321475659229209,0.160737829614604,1.08168122217096e-12,27.0726421328614,243.911886379365,65.7140744490756,59.5156334904845,-0.649265244272201,"1-chlorooctane"
"39",2019-07-24 13:59:00,"blob308_g48_Naphthalene_CAICE_vocstand_incomplete",960512,NA,"Sample","g27","7/24/2019 13:59",2016,2,"cc_1",0.725469902,4.4e+09,"Day",TRUE,NA,"naphthalene",128,1,"Anthropogenic",2170000,0.442632258064516,0.219559651817716,1.71530977982591e-12,42.9312877624168,119.348659596774,19.1740003995265,26.0451655871262,0.912157278609634,"naphthalene"
"40",2019-07-27 06:08:00,"blob308_g48_Naphthalene_CAICE_vocstand_incomplete",375621,NA,"Sample","g32","7/27/2019 6:08",2000,2,"cc_1",NA,NA,"Night",TRUE,NA,"naphthalene",128,1,"Anthropogenic",2170000,0.173097235023041,0.0865486175115207,6.76161074308756e-13,16.9231622161218,119.348659596774,19.1740003995265,26.0451655871262,-0.0864205748999818,"naphthalene"
"41",2019-07-27 14:13:00,"blob308_g48_Naphthalene_CAICE_vocstand_incomplete",385635,NA,"Sample","g33","7/27/2019 14:13",2000,2,"cc_1",0.656432382,1.5e+09,"Day",TRUE,NA,"naphthalene",128,1,"Anthropogenic",2170000,0.17771198156682,0.0888559907834101,6.94187427995392e-13,17.3743312040971,119.348659596774,19.1740003995265,26.0451655871262,-0.0690980131959303,"naphthalene"
"42",2019-07-30 13:34:00,"blob308_g48_Naphthalene_CAICE_vocstand_incomplete",2649024,NA,"Sample","g36","7/30/2019 13:34",2000,2,"cc_1",1.589375316,2.9e+09,"Day",TRUE,NA,"naphthalene",128,1,"Anthropogenic",2170000,1.22074838709677,0.610374193548387,4.76854838709678e-12,119.348659596774,119.348659596774,19.1740003995265,26.0451655871262,3.8461901446602,"naphthalene"
"43",2019-07-31 13:56:00,"blob308_g48_Naphthalene_CAICE_vocstand_incomplete",275431,NA,"Sample","g38","7/31/2019 13:56",2000,2,"cc_1",2.848445838,1.5e+09,"Day",TRUE,NA,"naphthalene",128,1,"Anthropogenic",2170000,0.126926728110599,0.0634633640552995,4.95807531682028e-13,12.4092196451973,119.348659596774,19.1740003995265,26.0451655871262,-0.259732683660608,"naphthalene"
"44",2019-08-02 06:13:00,"blob308_g48_Naphthalene_CAICE_vocstand_incomplete",640294,NA,"Sample","g41","8/2/2019 6:13",2000,2,"cc_1",NA,NA,"Night",TRUE,NA,"naphthalene",128,1,"Anthropogenic",2170000,0.295066359447005,0.147533179723502,1.15260296658986e-12,28.847692828701,119.348659596774,19.1740003995265,26.0451655871262,0.371419885844616,"naphthalene"
"45",2019-08-02 13:36:00,"blob308_g48_Naphthalene_CAICE_vocstand_incomplete",288539,NA,"Sample","g43","8/2/2019 13:36",2000,2,"cc_1",17.464382,7.6e+09,"Day",TRUE,NA,"naphthalene",128,1,"Anthropogenic",2170000,0.132967281105991,0.0664836405529954,5.19403441820277e-13,12.9997851629104,119.348659596774,19.1740003995265,26.0451655871262,-0.23705801431602,"naphthalene"
"46",2019-08-03 13:50:00,"blob308_g48_Naphthalene_CAICE_vocstand_incomplete",101355,NA,"Sample","g46","8/3/2019 13:50",2100,1,"cc_2",18.74240276,5e+09,"Day",TRUE,"Peak Chla","naphthalene",128,1,"Anthropogenic",1900000,0.0533447368421053,0.0254022556390977,1.98455122180451e-13,4.96699433446898,119.348659596774,19.1740003995265,26.0451655871262,-0.545475743570618,"naphthalene"
"47",2019-08-04 13:41:00,"blob308_g48_Naphthalene_CAICE_vocstand_incomplete",104336,NA,"Sample","g48","8/4/2019 13:41",2000,1,"cc_2",6.753826262,4.2e+09,"Day",TRUE,NA,"naphthalene",128,1,"Anthropogenic",1900000,0.0549136842105263,0.0274568421052632,2.14506578947368e-13,5.36873500986842,119.348659596774,19.1740003995265,26.0451655871262,-0.530050974084874,"naphthalene"
"48",2019-08-05 13:34:00,"blob308_g48_Naphthalene_CAICE_vocstand_incomplete",393468,NA,"Sample","g49","8/5/2019 13:34",2000,1,"cc_2",14.61165707,4.6e+09,"Day",TRUE,NA,"naphthalene",128,1,"Anthropogenic",1900000,0.207088421052632,0.103544210526316,8.08939144736842e-13,20.2463715962171,119.348659596774,19.1740003995265,26.0451655871262,0.0411735219383925,"naphthalene"
"49",2019-08-06 05:20:00,"blob308_g48_Naphthalene_CAICE_vocstand_incomplete",137290,NA,"Sample","g50","8/6/2019 5:20",2000,1,"cc_2",NA,NA,"Night",TRUE,NA,"naphthalene",128,1,"Anthropogenic",1900000,0.0722578947368421,0.0361289473684211,2.8225740131579e-13,7.06442291735197,119.348659596774,19.1740003995265,26.0451655871262,-0.464945305940391,"naphthalene"
"50",2019-08-06 13:39:00,"blob308_g48_Naphthalene_CAICE_vocstand_incomplete",135895,NA,"Sample","g52","8/6/2019 13:39",2000,1,"cc_2",4.327583712,9.6e+09,"Day",TRUE,NA,"naphthalene",128,1,"Anthropogenic",1900000,0.0715236842105263,0.0357618421052632,2.79389391447368e-13,6.99264150596217,119.348659596774,19.1740003995265,26.0451655871262,-0.467701341840784,"naphthalene"
"51",2019-08-07 14:01:00,"blob308_g48_Naphthalene_CAICE_vocstand_incomplete",138548,NA,"Sample","g53","8/7/2019 14:01",2000,1,"cc_2",4.946981612,1.3e+10,"Day",TRUE,"Peak HB","naphthalene",128,1,"Anthropogenic",1900000,0.07292,0.03646,2.8484375e-13,7.129154828125,119.348659596774,19.1740003995265,26.0451655871262,-0.462459934497599,"naphthalene"
"52",2019-08-08 05:46:00,"blob308_g48_Naphthalene_CAICE_vocstand_incomplete",106955,NA,"Sample","g56","8/8/2019 5:46",2000,1,"cc_2",NA,NA,"Night",TRUE,NA,"naphthalene",128,1,"Anthropogenic",1900000,0.0562921052631579,0.0281460526315789,2.19891036184211e-13,5.50349882092928,119.348659596774,19.1740003995265,26.0451655871262,-0.524876738942846,"naphthalene"
"53",2019-08-09 13:52:00,"blob308_g48_Naphthalene_CAICE_vocstand_incomplete",354353,NA,"Sample","g58","8/9/2019 13:52",2000,1,"cc_2",5.958272598,4.5e+09,"Day",TRUE,NA,"naphthalene",128,1,"Anthropogenic",1900000,0.186501578947368,0.0932507894736842,7.28521792763158e-13,18.2336619858141,119.348659596774,19.1740003995265,26.0451655871262,-0.0361041441862498,"naphthalene"
"54",2019-08-10 05:40:00,"blob308_g48_Naphthalene_CAICE_vocstand_incomplete",184737,NA,"Sample","g60","8/10/2019 5:40",2000,1,"cc_2",NA,NA,"Night",TRUE,NA,"naphthalene",128,1,"Anthropogenic",1900000,0.09723,0.048615,3.798046875e-13,9.50586566015625,119.348659596774,19.1740003995265,26.0451655871262,-0.371206499226447,"naphthalene"
"55",2019-08-10 13:45:00,"blob308_g48_Naphthalene_CAICE_vocstand_incomplete",173171,NA,"Sample","g61","8/10/2019 13:45",2700,1,"cc_2",6.524895086,6e+09,"Day",TRUE,NA,"naphthalene",128,1,"Anthropogenic",1900000,0.0911426315789474,0.0337565302144249,2.63722892300195e-13,6.60053566535697,119.348659596774,19.1740003995265,26.0451655871262,-0.482756183373411,"naphthalene"
"56",2019-08-11 13:45:00,"blob308_g48_Naphthalene_CAICE_vocstand_incomplete",157047,NA,"Sample","g62","8/11/2019 13:45",2000,1,"cc_2",2.945795076,4.9e+09,"Day",TRUE,NA,"naphthalene",128,1,"Anthropogenic",1900000,0.0826563157894737,0.0413281578947368,3.22876233552632e-13,8.08104323622533,119.348659596774,19.1740003995265,26.0451655871262,-0.425912330109519,"naphthalene"
"57",2019-08-12 05:01:00,"blob308_g48_Naphthalene_CAICE_vocstand_incomplete",267780,NA,"Sample","g63","8/12/2019 5:01",2000,1,"cc_2",NA,NA,"Night",TRUE,NA,"naphthalene",128,1,"Anthropogenic",1900000,0.140936842105263,0.0704684210526316,5.50534539473684e-13,13.7789436143092,119.348659596774,19.1740003995265,26.0451655871262,-0.207142349207563,"naphthalene"
"58",2019-07-24 13:59:00,"blob498_g48_beta cyclocitral_CAICE_vocstand_incomplete",0,NA,"Sample","g27","7/24/2019 13:59",2016,2,"cc_1",0.725469902,4.4e+09,"Day",TRUE,NA,"beta cyclocitral",152,1,"Biogenic",2430000,0,0,0,0,1.80173691676201,0.266451168450182,0.51513511944723,-0.517245201096171,"beta cyclocitral"
"59",2019-07-27 06:08:00,"blob498_g48_beta cyclocitral_CAICE_vocstand_incomplete",0,NA,"Sample","g32","7/27/2019 6:08",2000,2,"cc_1",NA,NA,"Night",TRUE,NA,"beta cyclocitral",152,1,"Biogenic",2430000,0,0,0,0,1.80173691676201,0.266451168450182,0.51513511944723,-0.517245201096171,"beta cyclocitral"
"60",2019-07-27 14:13:00,"blob498_g48_beta cyclocitral_CAICE_vocstand_incomplete",0,NA,"Sample","g33","7/27/2019 14:13",2000,2,"cc_1",0.656432382,1.5e+09,"Day",TRUE,NA,"beta cyclocitral",152,1,"Biogenic",2430000,0,0,0,0,1.80173691676201,0.266451168450182,0.51513511944723,-0.517245201096171,"beta cyclocitral"
"61",2019-07-30 13:34:00,"blob498_g48_beta cyclocitral_CAICE_vocstand_incomplete",2933,NA,"Sample","g36","7/30/2019 13:34",2000,2,"cc_1",1.589375316,2.9e+09,"Day",TRUE,NA,"beta cyclocitral",152,1,"Biogenic",2430000,0.00120699588477366,0.000603497942386831,3.97038119991336e-15,0.0993718917857916,1.80173691676201,0.266451168450182,0.51513511944723,-0.324340683360274,"beta cyclocitral"
"62",2019-07-31 13:56:00,"blob498_g48_beta cyclocitral_CAICE_vocstand_incomplete",0,NA,"Sample","g38","7/31/2019 13:56",2000,2,"cc_1",2.848445838,1.5e+09,"Day",TRUE,NA,"beta cyclocitral",152,1,"Biogenic",2430000,0,0,0,0,1.80173691676201,0.266451168450182,0.51513511944723,-0.517245201096171,"beta cyclocitral"
"63",2019-08-02 06:13:00,"blob498_g48_beta cyclocitral_CAICE_vocstand_incomplete",7826,NA,"Sample","g41","8/2/2019 6:13",2000,2,"cc_1",NA,NA,"Night",TRUE,NA,"beta cyclocitral",152,1,"Biogenic",2430000,0.00322057613168724,0.00161028806584362,1.05940004331817e-14,0.265149821041802,1.80173691676201,0.266451168450182,0.51513511944723,-0.00252622537127127,"beta cyclocitral"
"64",2019-08-02 13:36:00,"blob498_g48_beta cyclocitral_CAICE_vocstand_incomplete",14792,NA,"Sample","g43","8/2/2019 13:36",2000,2,"cc_1",17.464382,7.6e+09,"Day",TRUE,NA,"beta cyclocitral",152,1,"Biogenic",2430000,0.00608724279835391,0.00304362139917695,2.00238249945852e-14,0.501162299111977,1.80173691676201,0.266451168450182,0.51513511944723,0.455630225548694,"beta cyclocitral"
"65",2019-08-03 13:50:00,"blob498_g48_beta cyclocitral_CAICE_vocstand_incomplete",9930,NA,"Sample","g46","8/3/2019 13:50",2100,1,"cc_2",18.74240276,5e+09,"Day",TRUE,"Peak Chla","beta cyclocitral",152,1,"Biogenic",2300000,0.00431739130434783,0.00205590062111801,1.35256619810396e-14,0.338524325760052,1.80173691676201,0.266451168450182,0.51513511944723,0.139911170077491,"beta cyclocitral"
"66",2019-08-04 13:41:00,"blob498_g48_beta cyclocitral_CAICE_vocstand_incomplete",43051,NA,"Sample","g48","8/4/2019 13:41",2000,1,"cc_2",6.753826262,4.2e+09,"Day",TRUE,NA,"beta cyclocitral",152,1,"Biogenic",2300000,0.0187178260869565,0.00935891304347826,6.15717963386728e-14,1.5410373903032,1.80173691676201,0.266451168450182,0.51513511944723,2.474275532254,"beta cyclocitral"
"67",2019-08-05 13:34:00,"blob498_g48_beta cyclocitral_CAICE_vocstand_incomplete",50334,NA,"Sample","g49","8/5/2019 13:34",2000,1,"cc_2",14.61165707,4.6e+09,"Day",TRUE,NA,"beta cyclocitral",152,1,"Biogenic",2300000,0.021884347826087,0.0109421739130435,7.19879862700229e-14,1.80173691676201,1.80173691676201,0.266451168450182,0.51513511944723,2.98035542589153,"beta cyclocitral"
"68",2019-08-06 05:20:00,"blob498_g48_beta cyclocitral_CAICE_vocstand_incomplete",656,NA,"Sample","g50","8/6/2019 5:20",2000,1,"cc_2",NA,NA,"Night",TRUE,NA,"beta cyclocitral",152,1,"Biogenic",2300000,0.000285217391304348,0.000142608695652174,9.38215102974828e-16,0.0234819290617849,1.80173691676201,0.266451168450182,0.51513511944723,-0.471661182116874,"beta cyclocitral"
